Unique Method Stereotype,Method Count
property set collaborator,2
get set collaborator,3
predicate wrapper,5
get wrapper,6
property set,20
void-accessor wrapper,1
wrapper stateless,50
controller stateless,77
collaborator,6
get predicate collaborator,2
property wrapper,19
get non-void-command collaborator,10
empty,13
get property set,2
command,94
unclassified,16
command collaborator,64
controller,15
predicate non-void-command collaborator,17
incidental,11
copy-constructor,51
get property,5
predicate non-void-command,19
get,18
get property non-void-command collaborator,4
collaborator incidental,9
non-void-command factory collaborator,2
predicate controller,8
void-accessor command,36
void-accessor collaborator,3
void-accessor,3
void-accessor command collaborator,85
property non-void-command factory collaborator,2
property non-void-command,17
property collaborator,75
destructor,121
predicate collaborator,21
wrapper,3
get set,4
get property controller,2
constructor,202
get property collaborator,7
set,24
property non-void-command collaborator,144
property controller,55
set collaborator,33
property,28
get collaborator,29
get predicate,2
predicate,68
void-accessor controller,12
get non-void-command,10
void-accessor set collaborator,6
void-accessor set,5
get property non-void-command,2
Total,1548
