Unique Method Stereotype,Method Count
get property non-void-command collaborator,1
predicate non-void-command collaborator,6
get,1
void-accessor command collaborator,1
command,8
command collaborator,11
predicate,1
predicate wrapper,1
get property wrapper,3
property non-void-command collaborator,12
non-void-command factory collaborator,5
predicate non-void-command,11
property controller,1
property,1
incidental,4
get collaborator,2
set collaborator,3
property non-void-command,9
constructor,15
set,2
property set collaborator,1
destructor,1
Total,100
