Class Name,Class Stereotype,Method Name,Method Stereotype
"ExampleUnitTest","boundary degenerate small-class","addition_isCorrect","wrapper stateless"
"SwipeRefreshLayout","commander","updateListenerCallBack","command"
"SwipeRefreshLayout","commander","setHeaderView","command collaborator"
"SwipeRefreshLayout","commander","setFooterView","command collaborator"
"SwipeRefreshLayout","commander","SwipeRefreshLayout","constructor"
"SwipeRefreshLayout","commander","SwipeRefreshLayout","constructor"
"SwipeRefreshLayout","commander","getChildDrawingOrder","get property"
"SwipeRefreshLayout","commander","createHeaderViewContainer","command collaborator"
"SwipeRefreshLayout","commander","createFooterViewContainer","set"
"SwipeRefreshLayout","commander","setOnPullRefreshListener","set collaborator"
"SwipeRefreshLayout","commander","setHeaderViewBackgroundColor","command"
"SwipeRefreshLayout","commander","setOnPushLoadMoreListener","set collaborator"
"SwipeRefreshLayout","commander","setRefreshing","command"
"SwipeRefreshLayout","commander","startScaleUpAnimation","command collaborator"
"SwipeRefreshLayout","commander","setAnimationProgress","wrapper"
"SwipeRefreshLayout","commander","setRefreshing","command"
"SwipeRefreshLayout","commander","startScaleDownAnimation","command collaborator"
"SwipeRefreshLayout","commander","isRefreshing","get"
"SwipeRefreshLayout","commander","ensureTarget","set collaborator"
"SwipeRefreshLayout","commander","setDistanceToTriggerSync","set"
"SwipeRefreshLayout","commander","onLayout","command"
"SwipeRefreshLayout","commander","onMeasure","command"
"SwipeRefreshLayout","commander","isChildScrollToTop","predicate non-void-command collaborator"
"SwipeRefreshLayout","commander","isChildScrollToBottom","predicate non-void-command"
"SwipeRefreshLayout","commander","onInterceptTouchEvent","get predicate non-void-command collaborator"
"SwipeRefreshLayout","commander","getMotionEventY","wrapper stateless"
"SwipeRefreshLayout","commander","requestDisallowInterceptTouchEvent","empty"
"SwipeRefreshLayout","commander","onTouchEvent","predicate non-void-command collaborator"
"SwipeRefreshLayout","commander","handlerPullTouchEvent","predicate non-void-command collaborator"
"SwipeRefreshLayout","commander","handlerPushTouchEvent","predicate non-void-command"
"SwipeRefreshLayout","commander","animatorFooterToBottom","command collaborator"
"SwipeRefreshLayout","commander","setLoadMore","command"
"SwipeRefreshLayout","commander","animateOffsetToCorrectPosition","command collaborator"
"SwipeRefreshLayout","commander","animateOffsetToStartPosition","command collaborator"
"SwipeRefreshLayout","commander","resetTargetLayoutDelay","command"
"SwipeRefreshLayout","commander","resetTargetLayout","command"
"SwipeRefreshLayout","commander","moveToStart","command"
"SwipeRefreshLayout","commander","startScaleDownReturnToStartAnimation","command collaborator"
"SwipeRefreshLayout","commander","setTargetOffsetTopAndBottom","command"
"SwipeRefreshLayout","commander","updateFooterViewPosition","command"
"SwipeRefreshLayout","commander","updatePushDistanceListener","command"
"SwipeRefreshLayout","commander","onSecondaryPointerUp","set collaborator"
"SwipeRefreshLayout","commander","isTargetScrollWithLayout","get"
"SwipeRefreshLayout","commander","setTargetScrollWithLayout","set"
"SwipeRefreshLayout","commander","setDefaultCircleProgressColor","command"
"SwipeRefreshLayout","commander","setDefaultCircleBackgroundColor","command"
"SwipeRefreshLayout","commander","setDefaultCircleShadowColor","command"
"TintCheckBox","commander","TintCheckBox","constructor"
"TintCheckBox","commander","TintCheckBox","constructor"
"TintCheckBox","commander","TintCheckBox","constructor"
