Unique Class Stereotype,Class Count
data-provider,1
factory pure-controller degenerate small-class,1
entity small-class,1
pure-controller small-class,2
controller degenerate,1
factory controller small-class,1
degenerate,1
data-class small-class,1
data-provider small-class,1
entity boundary,4
boundary degenerate small-class,1
entity commander boundary,27
commander,46
pure-controller degenerate,1
boundary,10
commander boundary small-class,6
empty,63
unclassified,25
pure-controller degenerate small-class,2
data-class,18
controller,1
entity boundary data-class small-class,1
commander boundary,31
commander data-class,1
commander small-class,5
commander boundary data-class small-class,2
small-class,3
entity boundary small-class,3
Total,260
