Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,2
data-provider,2
controller,1
pure-controller,1
entity boundary small-class,3
small-class,16
controller small-class,1
unclassified,46
commander boundary,44
boundary degenerate,7
degenerate small-class,27
commander small-class,2
commander boundary data-class small-class,3
boundary data-class small-class,2
data-class,14
pure-controller degenerate,4
commander degenerate,2
lazy-class,4
commander boundary degenerate,1
controller lazy-class degenerate,5
commander boundary small-class,6
data-provider boundary,8
entity boundary lazy-class,1
boundary small-class,8
empty,80
commander,13
pure-controller small-class,2
boundary,30
degenerate,24
pure-controller degenerate small-class,34
entity commander boundary,4
entity commander boundary degenerate,1
boundary degenerate small-class,12
minimal-entity boundary,1
boundary lazy-class degenerate,1
controller degenerate,3
lazy-class degenerate,5
data-class small-class,1
entity boundary,11
entity minimal-entity boundary,3
entity data-provider boundary,4
data-provider boundary data-class,7
Total,446
