Unique Method Stereotype,Method Count
get set collaborator,10
get wrapper,4
property,1
void-accessor set,1
unclassified,2
collaborator,1
predicate collaborator,9
property factory controller,1
predicate set collaborator,8
void-accessor command,8
get property set collaborator,1
predicate wrapper,6
predicate non-void-command,4
set,46
constructor,554
predicate controller,13
get command collaborator,1
get,21
collaborator incidental,95
controller stateless,576
property non-void-command collaborator,109
set collaborator,149
property controller,62
destructor,301
get set,6
wrapper,37
property set collaborator,53
empty,87
command,247
command collaborator,353
predicate,42
void-accessor controller,39
get non-void-command,32
void-accessor set collaborator,37
get collaborator,148
get non-void-command collaborator,26
property wrapper,40
get controller,18
void-accessor,1
void-accessor collaborator,6
void-accessor command collaborator,107
property non-void-command,1
predicate set,2
property collaborator,42
incidental,26
predicate non-void-command collaborator,22
copy-constructor,43
controller,100
void-accessor wrapper,36
wrapper stateless,100
Total,3634
