Unique Method Stereotype,Method Count
get set factory collaborator,3
get non-void-command factory collaborator,1
predicate set collaborator,2
void-accessor controller,1
get property,2
property factory wrapper,2
get wrapper,8
get property non-void-command factory collaborator,2
unclassified,2
predicate controller,3
non-void-command factory collaborator,7
destructor,3
factory controller stateless,2
get non-void-command collaborator,1
property wrapper,10
predicate non-void-command,24
property,14
void-accessor set,8
non-void-command,10
factory collaborator stateless,2
property set factory collaborator,2
get set,3
wrapper,20
constructor,189
set,97
property set,13
command,187
factory controller,1
empty,9
command collaborator,71
predicate wrapper,7
non-void-command collaborator,42
property factory collaborator,3
controller stateless,125
predicate,16
property non-void-command factory collaborator,2
predicate set,2
property collaborator,1
property non-void-command,58
wrapper stateless,118
void-accessor wrapper,1
void-accessor command,40
collaborator incidental,5
get,145
property set collaborator,2
stateless,34
collaborator stateless,8
void-accessor command collaborator,23
get collaborator,32
property controller,4
property non-void-command collaborator,33
set collaborator,47
predicate collaborator,1
factory wrapper stateless,3
get property non-void-command,1
controller,13
copy-constructor,2
incidental,31
predicate non-void-command collaborator,7
Total,1505
