Method Stereotype,Stereotype Count
get,198
predicate,62
property,149
void-accessor,73
set,179
command,321
non-void-command,188
collaborator,297
controller,149
wrapper,169
constructor,189
copy-constructor,2
destructor,3
factory,30
incidental,36
stateless,292
empty,9
unclassified,2
Total,2348
