Unique Class Stereotype,Class Count
controller,1
entity boundary,2
lazy-class degenerate,1
commander small-class,3
unclassified,35
small-class,7
entity boundary small-class,1
empty,66
commander,10
data-provider boundary small-class,1
controller degenerate,2
factory controller small-class,3
pure-controller degenerate,2
lazy-class,1
commander boundary degenerate,1
boundary,8
degenerate,10
boundary degenerate,7
commander boundary,2
data-class,4
boundary degenerate small-class,3
pure-controller degenerate small-class,3
entity commander boundary,2
data-provider data-class,2
boundary small-class,1
data-provider boundary,1
data-provider boundary data-class small-class,1
commander boundary small-class,2
data-provider data-class small-class,1
data-provider,1
degenerate small-class,1
Total,185
