Unique Method Stereotype,Method Count
get property factory wrapper,3
property factory,2
predicate set,4
property set,4
get property set collaborator,4
get property non-void-command factory collaborator,3
get property factory collaborator,3
get non-void-command factory collaborator,1
get property factory,1
void-accessor set,2
get predicate non-void-command,2
get set,3
property set factory collaborator,5
factory wrapper stateless,9
get wrapper,14
property non-void-command factory collaborator,130
property non-void-command,58
predicate,36
get property wrapper,7
property factory collaborator,683
incidental,88
factory collaborator,3
controller,175
get controller,1
get collaborator,129
get,11
collaborator incidental,179
get property non-void-command collaborator,30
wrapper stateless,202
empty,161
get non-void-command collaborator,21
property wrapper,52
property,53
command collaborator,1143
factory collaborator stateless,96
destructor,5
predicate non-void-command collaborator,341
wrapper,85
constructor,929
factory controller,7
get property controller,12
set,116
get property non-void-command,6
void-accessor set collaborator,49
get property collaborator,11
non-void-command factory collaborator,9
controller stateless,203
property non-void-command collaborator,534
property controller,91
void-accessor wrapper,34
predicate non-void-command,83
factory controller stateless,15
void-accessor command,27
void-accessor command collaborator,319
copy-constructor,558
void-accessor collaborator,8
get non-void-command,4
non-void-command collaborator,26
get predicate controller,1
predicate wrapper,28
unclassified,18
set collaborator,359
non-void-command,12
get set factory collaborator,1
property factory controller,61
void-accessor controller,47
predicate set collaborator,14
predicate controller,49
predicate collaborator,32
property collaborator,51
stateless,12
property set collaborator,19
property non-void-command factory,1
collaborator stateless,13
set factory collaborator,1
collaborator,11
get predicate non-void-command collaborator,8
get property set,1
factory collaborator incidental,7
command,413
property factory wrapper,46
get set collaborator,5
Total,8000
