Unique Class Stereotype,Class Count
commander boundary data-class,3
controller lazy-class degenerate,1
commander lazy-class degenerate,1
entity data-provider small-class,3
lazy-class degenerate,2
commander lazy-class small-class,2
lazy-class small-class,2
data-provider boundary data-class small-class,4
data-provider small-class,17
data-provider data-class small-class,3
boundary lazy-class small-class,2
entity,14
data-class,1
pure-controller degenerate,6
entity data-provider boundary,10
entity minimal-entity boundary,4
controller data-class small-class,3
entity factory controller small-class,13
boundary data-class,1
minimal-entity boundary,2
commander boundary lazy-class small-class,3
data-provider boundary,10
data-provider,6
boundary degenerate small-class,57
entity boundary data-class small-class,2
entity commander boundary,66
pure-controller degenerate small-class,82
boundary data-class small-class,24
boundary degenerate,12
commander boundary,80
factory pure-controller degenerate small-class,1
controller,21
commander boundary data-class small-class,19
commander small-class,31
degenerate small-class,19
data-provider boundary small-class,17
commander boundary small-class,80
commander degenerate,7
data-class small-class,4
entity boundary,190
entity boundary data-class,1
factory controller small-class,422
factory degenerate small-class,34
factory controller,3
empty,823
commander,40
entity small-class,44
small-class,86
entity boundary small-class,129
unclassified,96
controller small-class,33
factory degenerate,1
boundary small-class,4
commander data-class small-class,5
degenerate,21
boundary,132
pure-controller small-class,31
Total,2730
