Unique Method Stereotype,Method Count
set factory collaborator,2
factory wrapper stateless,4
predicate collaborator,2
predicate wrapper,3
predicate,13
property set,1
get non-void-command,5
get set collaborator,6
unclassified,1
get set factory collaborator,2
property factory controller,2
property factory collaborator,15
factory collaborator stateless,13
get wrapper,1
property,19
void-accessor command,3
void-accessor command collaborator,26
wrapper stateless,330
controller stateless,428
get collaborator,27
factory controller,6
empty,25
command,397
command collaborator,526
property set factory collaborator,2
constructor,453
set,120
predicate non-void-command,23
get non-void-command collaborator,29
property wrapper,32
get set,17
wrapper,56
stateless,1
property set collaborator,3
controller,78
incidental,65
predicate non-void-command collaborator,28
copy-constructor,19
property controller,12
property non-void-command collaborator,242
set collaborator,46
get controller,2
factory controller stateless,8
non-void-command factory collaborator,14
predicate controller,8
property collaborator,4
property non-void-command factory collaborator,23
property non-void-command,72
predicate set,3
get property non-void-command collaborator,1
collaborator incidental,5
get,62
Total,3285
