Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
lazy-class degenerate,3
data-provider degenerate,1
commander degenerate,1
controller degenerate,1
commander lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
data-provider boundary data-class,1
data-provider data-class small-class,2
boundary data-class small-class,1
boundary data-class,2
data-provider small-class,13
boundary degenerate small-class,15
entity boundary small-class,4
small-class,17
data-provider boundary small-class,17
commander boundary data-class small-class,4
commander small-class,17
boundary degenerate,7
commander boundary,34
controller,1
data-provider boundary,33
data-provider boundary data-class small-class,10
controller small-class,6
unclassified,57
entity small-class,1
commander,15
empty,169
data-provider,14
data-class small-class,2
entity boundary,45
commander boundary small-class,85
boundary lazy-class,1
degenerate small-class,14
entity commander boundary,11
pure-controller degenerate small-class,7
data-provider boundary large-class,2
pure-controller small-class,6
boundary,62
degenerate,9
entity data-provider boundary,7
boundary small-class,4
commander data-class small-class,2
Total,706
