Unique Method Stereotype,Method Count
get predicate collaborator,1
get wrapper,3
property set factory collaborator,3
property factory,1
factory,1
predicate collaborator,2
void-accessor,1
unclassified,26
get predicate non-void-command collaborator,4
predicate set collaborator,8
factory wrapper,8
get property factory collaborator,5
get property wrapper,12
get property non-void-command collaborator,41
collaborator incidental,674
get,4936
get command collaborator,3
incidental,1735
void-accessor collaborator,2
copy-constructor,47
property wrapper,276
get non-void-command collaborator,323
property non-void-command,1929
property non-void-command factory collaborator,324
predicate set,4
void-accessor command collaborator,45
get property non-void-command,24
get property collaborator,12
set,5003
non-void-command,1
set collaborator,1310
property non-void-command collaborator,3181
property controller,309
get predicate,4
factory wrapper stateless,39
constructor,3387
empty,701
get property controller,2
factory controller,125
predicate non-void-command,810
predicate controller,57
non-void-command factory collaborator,542
controller stateless,2013
void-accessor command,3
factory controller stateless,303
factory collaborator incidental,42
property set,19
predicate non-void-command collaborator,974
wrapper,248
non-void-command factory,3
get factory collaborator,1
get set,36
get command,1
wrapper stateless,1201
get controller,35
get collaborator,1598
factory collaborator stateless,526
get non-void-command factory collaborator,37
predicate,90
property set collaborator,35
property collaborator,14
stateless,75
get set collaborator,33
property factory collaborator,96
command,6247
property factory wrapper,6
collaborator,22
set factory collaborator,4
property non-void-command factory,4
collaborator stateless,157
get property non-void-command factory collaborator,8
controller,801
factory collaborator,11
command collaborator,7387
property,92
get set factory collaborator,23
property factory controller,26
get property,4
get property set collaborator,18
get non-void-command,172
non-void-command collaborator,12
predicate wrapper,34
Total,48332
