Unique Class Stereotype,Class Count
factory controller data-class small-class,1
large-class,1
boundary lazy-class data-class small-class,1
factory pure-controller degenerate small-class,1
entity boundary lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
factory degenerate,1
data-provider boundary degenerate,1
data-provider lazy-class degenerate,2
data-provider small-class,8
entity small-class,7
entity factory controller,2
commander data-class small-class,6
boundary small-class,8
data-provider data-class,8
lazy-class degenerate,14
boundary data-class small-class,17
controller small-class,21
unclassified,688
boundary data-class,26
commander small-class,159
entity boundary degenerate,4
entity minimal-entity commander boundary,3
small-class,87
data-provider lazy-class small-class,1
empty,756
factory controller,6
commander boundary small-class,63
controller lazy-class degenerate,2
degenerate,147
boundary,358
pure-controller small-class,29
minimal-entity commander boundary,4
entity boundary small-class,62
pure-controller degenerate small-class,185
entity commander boundary,82
boundary degenerate,88
commander boundary,459
boundary degenerate small-class,57
commander boundary data-class small-class,3
commander,517
data-class,72
entity boundary,248
pure-controller degenerate,66
entity data-provider boundary,3
controller degenerate,26
boundary lazy-class degenerate,1
controller lazy-class small-class,1
data-provider,20
degenerate small-class,56
boundary lazy-class,6
factory controller small-class,9
minimal-entity boundary,8
data-class small-class,11
commander degenerate,4
lazy-class,5
data-provider boundary lazy-class,2
entity,6
data-provider boundary data-class,9
data-provider degenerate,1
entity factory controller small-class,3
controller,55
data-provider boundary small-class,3
pure-controller,10
data-provider boundary data-class small-class,6
data-provider data-class small-class,9
data-provider lazy-class,5
boundary controller,3
factory controller degenerate,2
factory degenerate small-class,7
commander boundary degenerate,18
factory pure-controller small-class,2
lazy-class small-class,6
entity minimal-entity boundary,24
data-provider boundary,13
Total,4607
