Unique Method Stereotype,Method Count
factory collaborator,1
property factory controller,1
collaborator stateless,1
set factory collaborator,1
get,1
collaborator incidental,2
non-void-command collaborator,1
factory wrapper stateless,1
wrapper,6
destructor,2
get non-void-command,2
property set collaborator,1
stateless,1
controller stateless,125
command collaborator,83
constructor,36
set,4
command,16
factory controller,3
empty,2
wrapper stateless,98
non-void-command factory collaborator,2
get collaborator,3
factory controller stateless,1
predicate non-void-command collaborator,1
controller,2
incidental,1
copy-constructor,1
property collaborator,1
property non-void-command factory collaborator,10
property non-void-command,7
property factory collaborator,3
factory wrapper,1
property controller,2
property non-void-command collaborator,79
set collaborator,3
predicate,1
get non-void-command collaborator,1
property wrapper,5
Total,512
