Unique Method Stereotype,Method Count
factory collaborator incidental,1
property set factory collaborator,4
get command collaborator,1
get predicate non-void-command collaborator,1
get property factory controller,1
get wrapper,9
get property set factory collaborator,1
get property,1
factory controller,2
property factory collaborator,25
property set collaborator,36
predicate,24
property non-void-command,204
property non-void-command factory collaborator,76
predicate set,6
stateless,5
property collaborator,4
property wrapper,34
get non-void-command collaborator,32
incidental,70
copy-constructor,12
collaborator incidental,31
get,258
get property non-void-command collaborator,2
property,14
command collaborator,998
empty,118
set collaborator,100
property non-void-command collaborator,273
property controller,18
predicate wrapper,8
predicate non-void-command,75
predicate controller,9
get command,2
wrapper stateless,217
constructor,417
set,165
non-void-command factory collaborator,16
controller stateless,167
void-accessor command,18
factory controller stateless,7
get collaborator,214
get controller,1
get set collaborator,42
command,1280
property factory wrapper,4
factory wrapper stateless,7
predicate collaborator,2
void-accessor command collaborator,10
set factory collaborator,1
collaborator stateless,12
predicate non-void-command collaborator,88
wrapper,120
get set,33
factory collaborator stateless,18
get property non-void-command,5
unclassified,1
controller,112
factory collaborator,1
get property non-void-command factory collaborator,1
property set,7
void-accessor set,1
get non-void-command factory collaborator,13
get non-void-command,15
get property wrapper,2
get property set,1
property factory controller,5
get set factory collaborator,8
void-accessor controller,3
Total,5469
