Unique Class Stereotype,Class Count
entity factory controller small-class,1
data-provider boundary small-class,2
boundary small-class,1
data-provider data-class,2
entity data-class,1
degenerate small-class,4
factory pure-controller degenerate small-class,3
controller,1
entity minimal-entity boundary,2
data-provider lazy-class,3
controller degenerate,2
boundary lazy-class degenerate,1
pure-controller degenerate,5
data-provider lazy-class degenerate,1
lazy-class degenerate,2
data-provider boundary data-class small-class,3
entity data-provider boundary lazy-class degenerate,1
data-class,1
data-provider,11
factory degenerate small-class,7
controller lazy-class data-class small-class,1
minimal-entity lazy-class,1
entity data-provider boundary,3
entity factory controller,1
lazy-class small-class,1
data-provider boundary data-class,4
minimal-entity commander boundary,2
commander boundary lazy-class degenerate,1
factory controller small-class,3
entity minimal-entity commander boundary,1
commander boundary,61
boundary degenerate,12
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,15
entity boundary,26
data-class small-class,3
commander boundary small-class,27
lazy-class,1
commander degenerate,3
small-class,25
entity boundary lazy-class degenerate,1
entity boundary small-class,14
unclassified,87
controller small-class,4
data-provider boundary,3
boundary degenerate small-class,8
pure-controller degenerate small-class,9
entity commander boundary,16
boundary,36
degenerate,17
pure-controller small-class,6
commander boundary degenerate,2
empty,182
commander,103
entity small-class,4
entity,6
Total,745
