Method Stereotype,Stereotype Count
get,149
predicate,43
property,218
void-accessor,0
set,128
command,52
non-void-command,241
collaborator,225
controller,29
wrapper,22
constructor,66
copy-constructor,0
destructor,0
factory,24
incidental,31
stateless,30
empty,6
unclassified,8
Total,1272
