Unique Method Stereotype,Method Count
factory controller stateless,2
non-void-command factory collaborator,7
predicate non-void-command,18
predicate wrapper,9
constructor,66
set,96
controller stateless,19
command collaborator,39
property wrapper,6
wrapper stateless,7
get collaborator,22
controller,2
predicate non-void-command collaborator,16
incidental,21
property non-void-command collaborator,90
property controller,4
set collaborator,24
factory collaborator stateless,2
get non-void-command,8
get set,4
factory controller,2
empty,6
command,13
unclassified,8
get,110
collaborator incidental,10
get set collaborator,4
property,10
get property non-void-command,1
property non-void-command,96
property non-void-command factory collaborator,5
property factory collaborator,6
Total,733
