Unique Method Stereotype,Method Count
get predicate wrapper,1
get property factory wrapper,2
unclassified,2
get predicate set,1
property factory,1
property set,8
predicate set collaborator,4
property set factory collaborator,1
get property wrapper,13
get property set collaborator,1
get property set factory collaborator,2
get property,9
incidental,245
factory collaborator,22
controller,228
void-accessor collaborator,5
copy-constructor,50
get wrapper,28
collaborator incidental,542
get,229
get property non-void-command collaborator,11
factory wrapper stateless,91
property factory collaborator,80
get controller,4
get collaborator,124
predicate non-void-command collaborator,181
wrapper,123
get predicate non-void-command,3
non-void-command factory,5
get set,23
factory collaborator stateless,61
non-void-command,42
set collaborator,115
property non-void-command collaborator,3755
property controller,171
get set collaborator,40
void-accessor command,115
factory controller stateless,43
get non-void-command,23
non-void-command collaborator,20
predicate wrapper,40
controller stateless,1063
non-void-command factory collaborator,142
get factory controller,1
predicate controller,20
property non-void-command,381
property non-void-command factory collaborator,332
predicate set,7
factory collaborator incidental,19
constructor,2052
set,222
wrapper stateless,762
command collaborator,1054
property,59
void-accessor command collaborator,219
predicate collaborator,26
void-accessor,12
void-accessor wrapper,40
predicate non-void-command,75
command,521
property factory wrapper,46
property wrapper,353
get non-void-command collaborator,39
empty,54
get property controller,1
factory controller,60
set factory collaborator,3
collaborator,27
property set collaborator,20
property collaborator,23
stateless,71
predicate,76
factory wrapper,11
property non-void-command factory,1
collaborator stateless,53
destructor,8
get non-void-command factory collaborator,4
get set factory collaborator,1
void-accessor controller,27
property factory controller,31
get property non-void-command factory collaborator,6
get property collaborator,2
get property non-void-command,10
void-accessor set collaborator,6
void-accessor set,11
Total,14415
