Unique Class Stereotype,Class Count
factory controller degenerate,1
data-provider small-class,19
commander boundary data-class,1
data-provider boundary,9
boundary small-class,5
data-provider data-class,1
commander data-class small-class,3
entity small-class,12
empty,743
factory controller,8
entity,24
commander data-class,1
degenerate small-class,105
pure-controller small-class,10
boundary,133
controller degenerate,9
boundary lazy-class degenerate,1
commander small-class,27
entity boundary,136
commander,35
commander boundary data-class small-class,2
entity boundary degenerate,2
entity commander boundary,23
factory pure-controller small-class,2
entity boundary data-class small-class,2
commander boundary small-class,68
pure-controller,9
data-provider boundary small-class,28
controller,24
factory pure-controller degenerate small-class,5
commander boundary,64
boundary degenerate,35
boundary degenerate small-class,54
entity data-provider boundary,10
pure-controller degenerate,21
pure-controller degenerate small-class,94
entity boundary small-class,59
small-class,124
unclassified,145
controller small-class,28
entity factory controller small-class,53
data-provider,18
factory degenerate small-class,15
entity factory controller,8
lazy-class,1
boundary lazy-class data-class small-class,1
data-provider boundary data-class,1
commander boundary degenerate,3
degenerate,71
controller lazy-class degenerate,2
boundary data-class small-class,4
factory small-class,3
data-provider boundary data-class small-class,4
data-provider data-class small-class,3
data-provider boundary degenerate,1
data-class small-class,2
factory controller small-class,23
commander degenerate,1
minimal-entity boundary,1
controller data-class small-class,3
Total,2300
