Unique Method Stereotype,Method Count
void-accessor,1
property collaborator,4
predicate controller,1
predicate set collaborator,3
property wrapper,2
predicate non-void-command collaborator,14
predicate set,1
controller,6
wrapper stateless,18
controller stateless,4
incidental,12
command collaborator,51
set collaborator,4
predicate non-void-command,19
property non-void-command collaborator,4
property non-void-command,3
set,14
constructor,11
empty,6
command,56
wrapper,2
collaborator incidental,2
Total,238
