Class Stereotype,Stereotype Count
entity,165
minimal-entity,5
data-provider,254
commander,75
boundary,635
factory,33
controller,68
pure-controller,111
large-class,0
lazy-class,45
degenerate,414
data-class,95
small-class,561
empty,880
unclassified,148
Total,3489
