Unique Method Stereotype,Method Count
collaborator stateless,2
property factory collaborator,1
get property non-void-command factory collaborator,1
property set factory collaborator,1
get predicate set collaborator,1
get property controller,14
constructor,1115
predicate controller,89
predicate set,27
property collaborator,304
property non-void-command,37
property non-void-command factory collaborator,7
get,143
collaborator incidental,238
get property non-void-command collaborator,24
incidental,195
controller,410
predicate set collaborator,33
property non-void-command collaborator,487
set collaborator,244
property controller,286
property wrapper,221
get non-void-command collaborator,51
set,200
collaborator,62
non-void-command factory collaborator,2
controller stateless,1066
void-accessor controller,31
get property non-void-command,1
get property collaborator,19
void-accessor set collaborator,19
get property wrapper,8
predicate,162
command,370
empty,221
wrapper stateless,620
predicate non-void-command,63
void-accessor wrapper,27
destructor,198
predicate non-void-command collaborator,364
wrapper,220
get set,15
void-accessor command collaborator,32
copy-constructor,60
void-accessor collaborator,5
predicate collaborator,36
void-accessor,1
predicate wrapper,76
get non-void-command,12
non-void-command collaborator,62
property set collaborator,67
factory collaborator stateless,37
get wrapper,21
command collaborator,660
property,109
get collaborator,268
get controller,15
factory controller stateless,3
void-accessor command,5
property set,19
get set collaborator,21
get property set collaborator,7
unclassified,32
property command collaborator,3
get property,2
void-accessor set,3
Total,9155
