Unique Method Stereotype,Method Count
get controller,1
get predicate collaborator,1
property factory wrapper,2
collaborator,19
get property,4
predicate collaborator,22
factory wrapper stateless,1
property set collaborator,5
get set collaborator,2
property set,2
predicate controller,8
predicate non-void-command,13
predicate set collaborator,9
get wrapper,13
predicate,48
destructor,88
wrapper,22
get collaborator,52
set,110
get property controller,1
constructor,159
command,132
empty,9
property set factory,5
unclassified,23
get non-void-command collaborator,2
property wrapper,35
command collaborator,158
get non-void-command,4
void-accessor set collaborator,9
void-accessor controller,30
get property non-void-command collaborator,2
get,122
collaborator incidental,23
property,62
property non-void-command factory collaborator,2
property non-void-command,31
predicate set,4
property collaborator,98
predicate wrapper,16
property controller,37
set collaborator,31
property non-void-command collaborator,96
predicate non-void-command collaborator,18
copy-constructor,34
incidental,25
controller,62
void-accessor wrapper,5
wrapper stateless,147
void-accessor collaborator,1
void-accessor command collaborator,153
void-accessor,8
controller stateless,86
void-accessor set,3
void-accessor command,35
Total,2090
