Unique Class Stereotype,Class Count
degenerate small-class,5
commander boundary small-class,3
entity boundary,5
commander boundary data-class small-class,1
boundary data-class small-class,3
entity commander boundary,1
boundary degenerate small-class,12
entity minimal-entity boundary,1
data-provider boundary lazy-class degenerate,2
boundary lazy-class degenerate,3
data-provider data-class small-class,3
factory controller small-class,1
empty,43
unclassified,4
small-class,1
lazy-class,1
minimal-entity commander boundary,1
boundary,6
commander,13
boundary degenerate,5
commander boundary,38
commander small-class,9
pure-controller degenerate small-class,10
degenerate,7
data-provider boundary data-class small-class,1
data-provider boundary,2
boundary small-class,3
commander boundary degenerate,13
Total,197
