Unique Class Stereotype,Class Count
data-provider data-class small-class,1
data-provider boundary degenerate,1
data-provider boundary data-class small-class,2
degenerate small-class,1
boundary lazy-class,1
data-provider small-class,13
boundary data-class small-class,3
entity minimal-entity boundary,2
data-provider,44
controller small-class,1
unclassified,80
data-class,3
entity data-provider boundary,23
commander boundary degenerate,1
boundary degenerate small-class,10
pure-controller degenerate small-class,1
entity commander boundary,10
data-class small-class,2
entity boundary,87
commander data-class,2
entity boundary small-class,46
small-class,27
commander boundary small-class,14
empty,420
commander,38
entity boundary data-class,2
data-provider boundary small-class,20
commander boundary,12
boundary degenerate,10
controller,1
commander small-class,18
commander boundary data-class small-class,3
entity boundary degenerate,5
boundary small-class,13
commander data-class small-class,2
data-provider boundary,36
boundary data-class,7
pure-controller small-class,1
boundary,104
degenerate,2
pure-controller,1
data-provider boundary data-class,3
Total,1073
