Unique Method Stereotype,Method Count
property command collaborator,2
predicate wrapper,305
property non-void-command,32
predicate set,67
property collaborator,540
predicate,718
get predicate,3
collaborator incidental,214
get property non-void-command collaborator,18
get,231
predicate set collaborator,57
property wrapper,433
get non-void-command collaborator,42
controller,71
incidental,38
command,1130
wrapper stateless,212
constructor,976
get property controller,5
set,311
property controller,174
property non-void-command collaborator,1800
void-accessor command collaborator,58
copy-constructor,42
void-accessor collaborator,29
void-accessor wrapper,11
predicate non-void-command,181
property set collaborator,295
predicate non-void-command collaborator,440
wrapper,281
get set,22
destructor,395
set collaborator,191
non-void-command,5
void-accessor set,1
command collaborator,667
property,103
void-accessor,3
predicate collaborator,116
void-accessor controller,34
get collaborator,143
non-void-command collaborator,63
get non-void-command,70
get property non-void-command,5
get property collaborator,29
void-accessor set collaborator,10
get property wrapper,9
empty,32
unclassified,56
predicate controller,23
controller stateless,121
non-void-command factory collaborator,9
get wrapper,19
get predicate collaborator,10
void-accessor command,10
collaborator,52
get property set collaborator,3
get set collaborator,15
property set,7
get property,3
Total,10942
