Unique Class Stereotype,Class Count
boundary degenerate,1
entity data-provider boundary small-class,1
data-provider lazy-class small-class,2
commander data-class small-class,1
boundary small-class,11
data-provider boundary data-class small-class,10
data-provider boundary,13
data-provider small-class,11
boundary data-class,1
boundary degenerate small-class,20
entity boundary small-class,5
small-class,15
data-provider boundary small-class,17
data-provider,9
data-provider data-class small-class,4
lazy-class data-class small-class,1
boundary data-class small-class,3
commander boundary,5
entity minimal-entity commander boundary,1
commander boundary data-class small-class,1
commander,5
empty,172
unclassified,8
commander boundary small-class,3
boundary lazy-class,4
degenerate small-class,4
entity data-provider boundary,3
data-class,1
entity commander boundary,5
pure-controller degenerate small-class,3
entity boundary,10
data-class small-class,6
boundary,10
degenerate,3
Total,369
