Unique Method Stereotype,Method Count
predicate controller,3
predicate set collaborator,2
factory collaborator incidental,3
property set factory collaborator,1
predicate collaborator,12
void-accessor command collaborator,1
property set collaborator,29
predicate non-void-command,9
get controller,1
get property wrapper,1
get non-void-command,6
predicate wrapper,6
non-void-command collaborator,19
property,31
get collaborator,81
unclassified,17
command,46
empty,22
controller stateless,10
get property collaborator,4
set,21
constructor,173
collaborator,13
command collaborator,110
destructor,44
get set,4
wrapper,15
property non-void-command factory collaborator,5
predicate set,5
property collaborator,74
property non-void-command,5
predicate non-void-command collaborator,11
controller,5
incidental,19
copy-constructor,17
wrapper stateless,44
property controller,13
set collaborator,29
property non-void-command collaborator,85
get set collaborator,9
collaborator incidental,46
get,15
get non-void-command collaborator,19
property wrapper,50
get wrapper,1
predicate,46
Total,1182
