Unique Method Stereotype,Method Count
get set collaborator,1
controller,4
void-accessor command,1
void-accessor wrapper,1
property non-void-command,1
controller stateless,7
set collaborator,6
collaborator,1
predicate non-void-command collaborator,1
property wrapper,5
predicate wrapper,1
predicate non-void-command,1
property non-void-command collaborator,1
set,3
constructor,36
property non-void-command factory collaborator,1
empty,1
command,26
command collaborator,40
factory controller,1
get property non-void-command collaborator,1
wrapper stateless,23
wrapper,9
collaborator incidental,5
void-accessor command collaborator,3
get collaborator,1
incidental,6
Total,187
