Unique Method Stereotype,Method Count
property wrapper,1
predicate set collaborator,1
property set factory collaborator,1
empty,3
get property non-void-command,1
get property,3
get set collaborator,2
wrapper stateless,9
void-accessor controller,1
predicate non-void-command,12
property,53
predicate set,1
property non-void-command factory collaborator,6
property non-void-command,29
property collaborator,42
controller,3
copy-constructor,8
predicate non-void-command collaborator,24
incidental,13
get collaborator,23
set,49
constructor,57
command collaborator,86
wrapper,2
get set,2
destructor,20
get property wrapper,2
void-accessor set collaborator,1
get non-void-command,6
predicate collaborator,4
get controller,2
command,97
get property non-void-command factory collaborator,1
unclassified,18
collaborator,12
void-accessor collaborator,1
void-accessor command collaborator,3
void-accessor,3
property factory collaborator,6
predicate controller,4
non-void-command factory collaborator,3
predicate,21
controller stateless,15
set collaborator,12
property non-void-command collaborator,22
property controller,6
get command collaborator,1
get,64
collaborator incidental,14
Total,770
