Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,2
get non-void-command factory collaborator,1
get predicate wrapper,1
collaborator stateless,1
get predicate non-void-command,2
get set,15
get property set,2
get property,9
factory collaborator stateless,9
property factory collaborator,7
get property set collaborator,7
get predicate collaborator,4
get predicate,5
factory wrapper stateless,3
get wrapper,26
predicate,271
property non-void-command collaborator,772
non-void-command,1
set collaborator,289
property controller,81
factory collaborator,2
controller,89
incidental,504
collaborator incidental,281
get,344
get property non-void-command collaborator,34
wrapper stateless,1376
predicate non-void-command,253
void-accessor wrapper,55
empty,313
property factory wrapper,3
command,1374
unclassified,79
predicate non-void-command collaborator,379
wrapper,302
property set collaborator,51
destructor,417
void-accessor command collaborator,570
copy-constructor,42
void-accessor collaborator,26
void-accessor command,223
factory controller stateless,9
get collaborator,468
get controller,3
get set collaborator,13
constructor,953
factory controller,3
get property controller,9
set,355
property non-void-command,150
property collaborator,342
property non-void-command factory collaborator,28
predicate set,32
property,270
command collaborator,2297
void-accessor,36
predicate collaborator,114
property factory controller,5
void-accessor controller,72
property wrapper,162
get non-void-command collaborator,51
property command collaborator,12
get predicate controller,1
predicate wrapper,68
predicate controller,32
controller stateless,267
non-void-command factory collaborator,9
void-accessor set,22
get predicate non-void-command collaborator,5
get property non-void-command,5
get property collaborator,21
void-accessor set collaborator,43
get property wrapper,18
non-void-command collaborator,2
get non-void-command,23
predicate set collaborator,14
set factory collaborator,3
collaborator,44
property set,14
Total,14200
