Class Stereotype,Stereotype Count
entity,159
minimal-entity,9
data-provider,165
commander,248
boundary,492
factory,2
controller,5
pure-controller,28
large-class,0
lazy-class,21
degenerate,102
data-class,47
small-class,266
empty,2079
unclassified,171
Total,3794
