Unique Class Stereotype,Class Count
factory degenerate small-class,1
commander boundary lazy-class degenerate,1
commander boundary small-class,16
degenerate small-class,13
data-provider,44
data-provider boundary lazy-class degenerate,2
entity data-provider boundary degenerate,2
lazy-class degenerate,5
data-provider data-class,9
boundary small-class,10
commander data-class small-class,3
entity boundary degenerate,1
boundary data-class small-class,3
data-provider lazy-class degenerate,2
entity commander boundary,23
data-provider small-class,25
entity data-provider boundary data-class,1
entity boundary lazy-class,1
boundary degenerate small-class,14
small-class,40
entity commander boundary degenerate,1
lazy-class,4
boundary,137
degenerate,19
pure-controller small-class,12
unclassified,187
controller small-class,7
commander lazy-class degenerate,1
boundary degenerate,16
commander boundary,28
commander boundary data-class small-class,3
entity boundary,100
commander,52
data-class,4
factory pure-controller degenerate small-class,1
lazy-class small-class,1
entity boundary small-class,26
pure-controller degenerate small-class,7
minimal-entity commander boundary,1
data-provider degenerate,1
data-provider boundary data-class,4
commander boundary degenerate,5
data-provider boundary data-class small-class,6
data-provider data-class small-class,7
data-provider boundary,35
entity minimal-entity boundary,7
boundary lazy-class degenerate,1
commander small-class,30
boundary data-class,1
data-class small-class,6
commander degenerate,3
minimal-entity boundary,1
data-provider boundary degenerate,3
commander lazy-class small-class,2
data-provider lazy-class,1
data-provider boundary small-class,30
controller,2
pure-controller,1
entity data-provider boundary,13
pure-controller degenerate,3
empty,2055
data-provider lazy-class small-class,2
Total,3042
