Class Name,Class Stereotype,Method Name,Method Stereotype
"UserSettings","unclassified","get","property"
"UserSettings","unclassified","set","set"
"UserSettings","unclassified","get","property"
"UserSettings","unclassified","set","set"
"UserSettings","unclassified","get","property"
"UserSettings","unclassified","set","set"
"Resources","empty","Resources","constructor"
"RunCatApplicationContext","commander boundary","RunCatApplicationContext","constructor"
"RunCatApplicationContext","commander boundary","OnApplicationExit","wrapper"
"RunCatApplicationContext","commander boundary","IsStartupEnabled","wrapper stateless"
"RunCatApplicationContext","commander boundary","GetAppsUseTheme","wrapper stateless"
"RunCatApplicationContext","commander boundary","SetIcons","command"
"RunCatApplicationContext","commander boundary","UpdateCheckedState","collaborator incidental"
"RunCatApplicationContext","commander boundary","SetRunner","command collaborator"
"RunCatApplicationContext","commander boundary","SetThemeIcons","command collaborator"
"RunCatApplicationContext","commander boundary","SetSpeed","command"
"RunCatApplicationContext","commander boundary","SetSpeedLimit","command collaborator"
"RunCatApplicationContext","commander boundary","UpdateThemeIcons","command"
"RunCatApplicationContext","commander boundary","SetLightIcons","command collaborator"
"RunCatApplicationContext","commander boundary","SetDarkIcons","command collaborator"
"RunCatApplicationContext","commander boundary","UserPreferenceChanged","command collaborator"
"RunCatApplicationContext","commander boundary","SetStartup","set collaborator"
"RunCatApplicationContext","commander boundary","Exit","command collaborator"
"RunCatApplicationContext","commander boundary","AnimationTick","command collaborator"
"RunCatApplicationContext","commander boundary","SetAnimation","command"
"RunCatApplicationContext","commander boundary","CPUTickSpeed","command"
"RunCatApplicationContext","commander boundary","CPUTick","command"
"RunCatApplicationContext","commander boundary","ObserveCPUTick","command collaborator"
"RunCatApplicationContext","commander boundary","StartObserveCPU","command"
"RunCatApplicationContext","commander boundary","HandleDoubleClick","wrapper stateless"
