Unique Class Stereotype,Class Count
commander lazy-class small-class,1
data-provider small-class,2
boundary degenerate small-class,9
boundary lazy-class small-class,1
data-provider boundary data-class small-class,2
data-provider boundary,9
factory small-class,1
data-provider lazy-class,1
entity commander boundary,1
pure-controller degenerate small-class,7
data-class,1
boundary lazy-class degenerate,1
boundary small-class,4
commander data-class small-class,3
entity boundary degenerate,1
commander small-class,2
commander boundary,1
boundary degenerate,3
controller,1
commander,3
empty,134
controller small-class,2
unclassified,7
boundary data-class small-class,1
entity boundary small-class,7
small-class,3
degenerate small-class,2
commander boundary small-class,3
pure-controller small-class,2
boundary,5
degenerate,2
entity boundary,6
data-class small-class,2
data-provider,4
Total,234
