Unique Method Stereotype,Method Count
factory wrapper,1
void-accessor command collaborator,1
unclassified,1
set factory collaborator,1
get property,1
property,9
get non-void-command,2
get predicate non-void-command,1
predicate non-void-command,16
void-accessor command,1
non-void-command factory collaborator,1
predicate controller,3
command collaborator,23
empty,3
command,26
predicate collaborator,3
property set collaborator,3
destructor,37
get set,1
wrapper,14
controller stateless,22
set,28
get property controller,1
constructor,77
property factory wrapper,1
void-accessor wrapper,2
wrapper stateless,24
collaborator,6
get wrapper,8
get collaborator,14
predicate,9
factory controller stateless,2
property controller,6
set collaborator,3
property non-void-command collaborator,46
property collaborator,7
property non-void-command,10
property non-void-command factory collaborator,1
property factory collaborator,4
get non-void-command collaborator,1
property wrapper,25
incidental,6
controller,7
copy-constructor,5
predicate non-void-command collaborator,11
collaborator incidental,19
get property non-void-command collaborator,4
get,21
Total,518
