Unique Method Stereotype,Method Count
get predicate collaborator,1
get property factory collaborator,1
get factory collaborator,1
get set,6
get non-void-command factory,1
get property non-void-command factory collaborator,6
property factory,4
get predicate non-void-command collaborator,1
predicate,103
get non-void-command factory collaborator,19
property set factory collaborator,14
factory wrapper,12
get property non-void-command collaborator,56
get property wrapper,19
property non-void-command collaborator,1444
property controller,114
incidental,244
void-accessor collaborator,10
copy-constructor,163
property set collaborator,94
factory collaborator stateless,58
destructor,60
predicate non-void-command collaborator,274
wrapper,966
collaborator stateless,6061
empty,662
get property controller,4
factory controller,23
unclassified,55
controller,423
factory collaborator,19
wrapper stateless,13201
predicate non-void-command,196
void-accessor wrapper,79
property non-void-command,303
property non-void-command factory collaborator,120
stateless,5964
property collaborator,145
predicate set,17
set,900
constructor,7684
get non-void-command collaborator,34
property wrapper,449
predicate wrapper,116
get predicate,1
factory wrapper stateless,47
predicate controller,27
controller stateless,2639
non-void-command factory collaborator,80
collaborator incidental,902
get,215
get property collaborator,14
void-accessor set collaborator,65
non-void-command collaborator,1208
get non-void-command,15
predicate set collaborator,27
get wrapper,24
void-accessor command collaborator,618
predicate collaborator,30
void-accessor,13
get set collaborator,34
factory controller stateless,44
void-accessor command,86
property set,9
factory collaborator incidental,14
void-accessor set,4
set collaborator,1146
non-void-command,346
command,1877
property factory wrapper,36
get property factory controller,3
get property factory wrapper,5
get property set collaborator,7
get property,8
get set factory collaborator,11
property factory controller,11
void-accessor controller,46
property factory collaborator,57
set factory collaborator,22
collaborator,107
get controller,1
get collaborator,258
command collaborator,3917
property,46
Total,54146
