Unique Class Stereotype,Class Count
commander boundary data-class,2
entity minimal-entity,1
data-provider lazy-class degenerate,1
entity data-provider boundary small-class,1
boundary large-class,1
entity boundary lazy-class degenerate,7
data-provider boundary lazy-class small-class,3
boundary lazy-class,5
lazy-class small-class,4
data-provider boundary degenerate,4
commander lazy-class small-class,7
commander boundary lazy-class,2
factory controller data-class small-class,3
data-provider lazy-class,1
commander boundary lazy-class small-class,9
controller data-class small-class,2
lazy-class,2
entity boundary data-class,1
boundary data-class small-class,23
commander data-class small-class,60
entity boundary degenerate,33
entity factory controller small-class,4
data-provider boundary lazy-class degenerate,4
boundary lazy-class degenerate,26
controller degenerate,15
controller lazy-class degenerate,6
degenerate,587
boundary,167
pure-controller small-class,12
boundary degenerate small-class,880
commander boundary lazy-class degenerate,23
boundary data-class,2
commander small-class,93
commander lazy-class,3
boundary lazy-class small-class,3
commander boundary small-class,198
entity boundary small-class,113
pure-controller degenerate small-class,123
entity commander boundary,96
entity boundary data-class small-class,6
boundary small-class,63
entity commander boundary lazy-class,2
degenerate small-class,320
entity commander boundary lazy-class degenerate,6
entity small-class,10
unclassified,118
controller small-class,17
commander boundary,295
small-class,63
entity commander boundary degenerate,7
entity minimal-entity commander boundary,2
commander boundary degenerate,41
data-provider data-class small-class,7
data-provider boundary data-class small-class,31
pure-controller degenerate,62
entity data-provider boundary,10
lazy-class degenerate,11
boundary degenerate,1630
commander lazy-class degenerate,7
entity minimal-entity boundary,7
data-provider boundary,41
data-provider,10
factory pure-controller degenerate small-class,1
factory degenerate small-class,15
data-provider small-class,25
commander boundary data-class small-class,115
entity boundary,203
commander,134
data-class,12
data-class small-class,25
commander degenerate,7
factory controller small-class,20
minimal-entity boundary,4
entity factory controller,5
commander data-class,5
entity,6
empty,3736
data-provider lazy-class small-class,1
data-provider boundary small-class,71
controller,9
pure-controller,7
Total,9694
