Unique Method Stereotype,Method Count
get set collaborator,1
predicate collaborator,2
void-accessor set collaborator,1
predicate wrapper,2
property factory wrapper,1
predicate,1
factory collaborator stateless,8
factory controller stateless,2
set factory collaborator,2
collaborator stateless,13
void-accessor controller,1
predicate non-void-command,2
void-accessor wrapper,1
wrapper stateless,112
wrapper,2
set,5
collaborator,1
void-accessor set,1
void-accessor collaborator,1
void-accessor command collaborator,20
void-accessor command,2
factory wrapper,9
collaborator incidental,24
get property non-void-command collaborator,3
command collaborator,119
property wrapper,6
get non-void-command collaborator,6
non-void-command factory collaborator,4
constructor,78
property set collaborator,2
copy-constructor,5
controller,28
predicate non-void-command collaborator,13
incidental,4
get collaborator,5
controller stateless,306
command,21
factory collaborator,3
unclassified,1
get wrapper,2
property non-void-command collaborator,73
property controller,8
set collaborator,16
predicate set collaborator,5
predicate set,2
property collaborator,13
property non-void-command,10
property non-void-command factory collaborator,5
property set factory collaborator,1
empty,1
factory controller,1
Total,955
