Unique Class Stereotype,Class Count
commander lazy-class degenerate,1
data-provider,1
commander degenerate,2
commander lazy-class,1
data-provider data-class small-class,20
boundary degenerate,17
controller,1
commander boundary,20
data-provider boundary data-class small-class,8
boundary lazy-class degenerate,1
controller degenerate,7
controller small-class,1
unclassified,34
pure-controller degenerate,11
degenerate small-class,14
entity boundary,16
empty,252
commander,32
commander boundary data-class small-class,1
commander small-class,4
small-class,7
entity boundary small-class,4
entity,3
boundary,15
degenerate,30
pure-controller small-class,1
pure-controller,2
pure-controller degenerate small-class,20
entity commander boundary,3
boundary degenerate small-class,9
commander boundary small-class,4
lazy-class degenerate,1
data-provider boundary data-class,3
boundary small-class,3
commander data-class small-class,5
data-provider data-class,2
Total,556
