Unique Class Stereotype,Class Count
controller,1
commander boundary degenerate,1
data-provider data-class small-class,2
minimal-entity boundary,1
boundary data-class,1
minimal-entity commander boundary,1
data-provider small-class,1
entity factory controller small-class,2
boundary data-class small-class,1
data-provider boundary,1
data-class,1
data-provider,4
factory controller small-class,1
boundary degenerate,3
entity minimal-entity commander boundary,1
commander boundary,50
boundary degenerate small-class,28
small-class,14
entity boundary small-class,11
factory controller degenerate,1
factory pure-controller small-class,1
entity commander boundary,9
pure-controller degenerate small-class,5
commander boundary small-class,11
pure-controller degenerate,13
degenerate small-class,4
entity small-class,1
empty,273
factory controller,1
commander,58
data-provider boundary small-class,10
unclassified,13
controller small-class,2
data-class small-class,1
entity boundary,10
boundary,13
degenerate,2
pure-controller small-class,5
data-provider data-class,1
factory degenerate,1
boundary small-class,4
commander data-class small-class,6
commander small-class,21
commander boundary data-class small-class,4
entity,1
entity data-provider boundary,2
Total,598
