Unique Method Stereotype,Method Count
get wrapper,1
get set collaborator,2
property non-void-command factory collaborator,12
property non-void-command,8
predicate set,3
stateless,3
property collaborator,7
factory controller,4
empty,9
void-accessor command collaborator,41
void-accessor command,4
get predicate non-void-command,1
get set,2
predicate,20
property wrapper,42
get non-void-command collaborator,7
non-void-command,52
set collaborator,119
property controller,22
property non-void-command collaborator,106
predicate wrapper,5
get collaborator,30
incidental,21
controller,13
void-accessor collaborator,2
copy-constructor,9
wrapper,37
predicate non-void-command collaborator,16
wrapper stateless,99
set,138
constructor,157
property factory wrapper,9
command,348
get predicate,4
factory wrapper stateless,12
void-accessor,1
predicate collaborator,4
factory collaborator incidental,2
collaborator incidental,26
get,31
get property non-void-command collaborator,3
controller stateless,160
non-void-command factory collaborator,7
predicate controller,7
predicate set collaborator,1
property set collaborator,3
get predicate non-void-command collaborator,1
property non-void-command factory,1
collaborator stateless,1
collaborator,2
factory wrapper,3
get property wrapper,7
non-void-command collaborator,315
get non-void-command,6
void-accessor wrapper,1
predicate non-void-command,11
unclassified,8
get property non-void-command factory collaborator,1
command collaborator,183
property,16
property factory controller,2
destructor,1
property factory collaborator,1
void-accessor set collaborator,4
get property non-void-command,7
get property,1
Total,2182
