Method Stereotype,Stereotype Count
get,1060
predicate,467
property,1726
void-accessor,50
set,857
command,3612
non-void-command,2329
collaborator,3441
controller,810
wrapper,458
constructor,1146
copy-constructor,17
destructor,0
factory,685
incidental,261
stateless,950
empty,202
unclassified,12
Total,18083
