Unique Class Stereotype,Class Count
boundary large-class,1
pure-controller small-class,1
data-provider boundary degenerate,1
entity factory controller,1
boundary lazy-class,1
entity boundary lazy-class degenerate,2
boundary controller,1
controller degenerate,3
boundary lazy-class degenerate,4
factory pure-controller degenerate small-class,2
controller small-class,8
unclassified,242
entity small-class,4
factory controller,2
entity boundary degenerate,1
entity commander boundary,24
degenerate small-class,16
data-provider boundary data-class small-class,1
data-provider data-class small-class,6
boundary lazy-class small-class,1
commander boundary degenerate,3
lazy-class,1
commander lazy-class degenerate,1
boundary degenerate,8
commander boundary,131
small-class,54
entity minimal-entity commander boundary,4
minimal-entity,1
controller lazy-class degenerate,1
degenerate,45
boundary,73
commander boundary small-class,18
factory degenerate small-class,7
commander boundary data-class small-class,1
commander,143
entity boundary,41
data-class,14
boundary data-class small-class,4
data-provider lazy-class degenerate,2
commander data-class small-class,3
data-provider data-class,2
boundary small-class,3
data-provider,15
empty,266
data-provider lazy-class small-class,7
entity,2
lazy-class degenerate,6
factory pure-controller small-class,1
lazy-class small-class,17
pure-controller degenerate,19
entity data-provider boundary,1
entity factory controller small-class,5
controller,13
data-provider boundary small-class,4
boundary degenerate small-class,24
controller lazy-class,1
data-provider boundary data-class,2
pure-controller degenerate small-class,27
entity boundary small-class,31
minimal-entity commander boundary,3
data-provider small-class,1
data-class small-class,3
commander degenerate,4
factory controller small-class,6
minimal-entity boundary,2
commander small-class,23
boundary data-class,2
data-provider boundary,3
entity minimal-entity boundary,6
Total,1376
