Class Stereotype,Stereotype Count
entity,122
minimal-entity,16
data-provider,45
commander,358
boundary,401
factory,24
controller,41
pure-controller,50
large-class,1
lazy-class,44
degenerate,176
data-class,38
small-class,278
empty,266
unclassified,242
Total,2102
