Unique Method Stereotype,Method Count
get property non-void-command collaborator,2
get property wrapper,1
predicate set,1
get property non-void-command factory collaborator,1
property set factory collaborator,5
incidental,24
factory collaborator,1
controller,17
empty,38
get wrapper,3
property non-void-command collaborator,173
property controller,12
copy-constructor,15
void-accessor collaborator,2
void-accessor command collaborator,24
set collaborator,138
non-void-command,20
void-accessor set,1
wrapper stateless,191
unclassified,10
command,142
property factory wrapper,5
set,156
constructor,431
factory controller,2
get property controller,1
collaborator incidental,57
get,7
predicate non-void-command collaborator,39
wrapper,264
property wrapper,79
get non-void-command collaborator,1
non-void-command collaborator,140
predicate wrapper,17
property non-void-command factory collaborator,16
property non-void-command,9
controller stateless,73
non-void-command factory collaborator,5
predicate controller,1
property set collaborator,29
property collaborator,6
stateless,5
destructor,7
void-accessor wrapper,4
predicate non-void-command,13
get controller,1
get collaborator,12
factory wrapper stateless,10
void-accessor,1
predicate collaborator,1
get property collaborator,1
void-accessor set collaborator,7
get property non-void-command,1
property factory collaborator,6
command collaborator,374
property,5
predicate set collaborator,6
collaborator stateless,17
property non-void-command factory,1
predicate,18
set factory collaborator,2
collaborator,2
void-accessor command,1
factory controller stateless,7
factory collaborator stateless,3
property factory controller,3
void-accessor controller,6
Total,2673
