Unique Class Stereotype,Class Count
data-provider degenerate,1
data-provider data-class,2
data-provider boundary lazy-class,1
boundary large-class,1
entity boundary degenerate,4
factory controller data-class small-class,2
commander lazy-class small-class,1
entity factory controller degenerate,1
boundary lazy-class degenerate,7
controller degenerate,4
pure-controller small-class,14
boundary,58
degenerate,42
degenerate small-class,30
boundary lazy-class,1
factory degenerate small-class,20
commander boundary,42
controller small-class,4
unclassified,82
entity minimal-entity boundary,3
data-provider boundary,11
empty,688
factory controller,2
entity small-class,3
commander boundary small-class,51
small-class,32
commander small-class,17
boundary data-class,7
commander boundary lazy-class small-class,1
commander degenerate,2
factory controller small-class,11
minimal-entity boundary,5
data-class small-class,10
entity boundary lazy-class,1
boundary degenerate small-class,38
entity commander boundary,21
entity boundary small-class,35
pure-controller degenerate small-class,33
entity factory controller small-class,8
commander boundary data-class small-class,8
commander,20
entity boundary,76
data-class,17
entity factory controller,1
lazy-class small-class,3
commander boundary degenerate,6
commander data-class,4
entity,2
boundary small-class,5
commander data-class small-class,2
data-provider small-class,2
factory pure-controller degenerate small-class,4
data-provider boundary small-class,12
pure-controller,1
controller,3
factory controller degenerate,1
boundary controller,2
lazy-class,5
entity data-provider boundary degenerate,1
entity data-provider boundary small-class,1
factory small-class,2
data-provider lazy-class,1
data-provider boundary data-class small-class,1
data-provider data-class small-class,1
entity data-provider boundary,3
pure-controller degenerate,6
lazy-class degenerate,6
data-provider,6
boundary degenerate,11
commander lazy-class degenerate,1
Total,1510
