Class Stereotype,Stereotype Count
entity,160
minimal-entity,8
data-provider,43
commander,176
boundary,413
factory,52
controller,39
pure-controller,58
large-class,1
lazy-class,28
degenerate,218
data-class,54
small-class,351
empty,688
unclassified,82
Total,2371
