Unique Method Stereotype,Method Count
collaborator,1
void-accessor controller,1
property,1
collaborator incidental,2
destructor,1
void-accessor command,1
unclassified,1
property wrapper,12
controller stateless,1
void-accessor set collaborator,1
non-void-command,28
empty,13
command,62
predicate non-void-command,11
set collaborator,4
property controller,5
property non-void-command collaborator,8
wrapper stateless,14
set,19
wrapper,19
command collaborator,50
property factory controller,2
get property,1
predicate wrapper,5
non-void-command collaborator,6
copy-constructor,1
predicate non-void-command collaborator,2
controller,6
incidental,6
constructor,75
get property controller,1
property non-void-command factory collaborator,1
property non-void-command,7
predicate set,6
property collaborator,2
void-accessor command collaborator,6
get property non-void-command,1
get predicate non-void-command,1
predicate set collaborator,1
Total,385
