Unique Class Stereotype,Class Count
commander boundary small-class,1
pure-controller small-class,2
minimal-entity boundary,1
boundary small-class,4
controller small-class,3
data-provider boundary small-class,2
commander,5
commander boundary data-class small-class,2
boundary data-class small-class,2
pure-controller degenerate small-class,3
data-class,1
entity commander boundary,6
boundary degenerate small-class,6
degenerate small-class,2
unclassified,51
empty,9
pure-controller degenerate,2
boundary,5
small-class,49
entity boundary small-class,10
degenerate,7
data-class small-class,9
lazy-class small-class,1
entity boundary,10
controller,1
commander boundary,3
boundary data-class,1
data-provider data-class small-class,1
data-provider,4
Total,203
