Method Stereotype,Stereotype Count
get,76
predicate,241
property,1548
void-accessor,133
set,80
command,257
non-void-command,1616
collaborator,946
controller,1816
wrapper,944
constructor,194
copy-constructor,2
destructor,4
factory,39
incidental,393
stateless,2604
empty,0
unclassified,1
Total,10894
