Unique Method Stereotype,Method Count
predicate non-void-command collaborator,2
property,1
command collaborator,8
get non-void-command,1
factory collaborator stateless,1
wrapper stateless,2
command,4
empty,1
property non-void-command factory collaborator,3
property non-void-command collaborator,14
set collaborator,3
property collaborator,1
property non-void-command,2
copy-constructor,1
incidental,2
get collaborator,8
get,30
constructor,15
set,29
controller stateless,4
property controller,4
Total,136
