Unique Class Stereotype,Class Count
data-provider degenerate,1
commander boundary degenerate,1
factory controller small-class,1
entity boundary data-class,1
data-provider lazy-class small-class,1
commander data-class,1
entity factory controller small-class,1
data-provider lazy-class,1
data-provider boundary degenerate,2
data-provider lazy-class degenerate,1
boundary data-class small-class,3
data-provider boundary data-class small-class,4
lazy-class degenerate,4
entity data-provider boundary,26
controller,2
data-provider data-class small-class,4
data-provider data-class,6
boundary small-class,2
entity boundary lazy-class degenerate,1
entity boundary small-class,17
data-provider boundary data-class,2
minimal-entity commander boundary,2
data-provider,24
small-class,36
commander degenerate,2
lazy-class,5
pure-controller degenerate,8
empty,354
commander,56
data-provider boundary small-class,9
entity commander boundary,13
pure-controller degenerate small-class,18
data-class,4
pure-controller small-class,3
boundary,121
degenerate,76
entity boundary,96
data-class small-class,3
boundary degenerate,56
commander boundary,37
commander boundary data-class small-class,1
commander small-class,13
entity boundary degenerate,18
entity minimal-entity boundary,4
controller degenerate,6
boundary lazy-class degenerate,2
boundary degenerate small-class,20
unclassified,158
controller small-class,5
data-provider boundary,35
boundary lazy-class,4
degenerate small-class,9
commander boundary small-class,14
data-provider small-class,8
minimal-entity boundary,2
boundary data-class,4
Total,1308
