Unique Class Stereotype,Class Count
commander boundary degenerate,1
boundary data-class small-class,1
entity minimal-entity boundary,1
small-class,2
entity boundary data-class,1
boundary degenerate,6
commander boundary,29
commander lazy-class small-class,1
data-provider boundary data-class small-class,2
data-provider boundary,1
boundary small-class,2
entity boundary small-class,23
controller small-class,3
unclassified,5
entity boundary,9
data-class small-class,1
boundary degenerate small-class,28
data-provider boundary small-class,7
degenerate,5
boundary,4
pure-controller degenerate,1
factory small-class,1
boundary lazy-class data-class,1
controller degenerate,1
degenerate small-class,9
commander boundary small-class,14
entity commander boundary,11
pure-controller degenerate small-class,2
empty,110
commander,7
entity small-class,1
boundary data-class,2
commander small-class,2
commander boundary data-class small-class,1
Total,295
