Unique Method Stereotype,Method Count
property,2
property factory collaborator,1
predicate set collaborator,1
get wrapper,1
void-accessor controller,1
controller stateless,22
wrapper,24
incidental,2
controller,17
void-accessor command collaborator,3
non-void-command factory collaborator,6
void-accessor set collaborator,1
get property wrapper,1
property controller,6
property non-void-command collaborator,57
set collaborator,42
collaborator incidental,12
unclassified,1
factory collaborator,1
predicate wrapper,2
non-void-command collaborator,56
command collaborator,154
get property collaborator,1
set,18
constructor,156
void-accessor wrapper,4
wrapper stateless,92
command,24
collaborator stateless,1
set factory collaborator,2
empty,16
factory controller stateless,1
get set collaborator,3
collaborator,3
property set collaborator,12
stateless,1
get non-void-command collaborator,3
property wrapper,9
predicate collaborator,1
factory wrapper stateless,4
property non-void-command,1
property collaborator,1
property non-void-command factory collaborator,9
Total,775
