Unique Class Stereotype,Class Count
factory pure-controller small-class,2
data-provider small-class,1
data-provider boundary degenerate,1
entity small-class,22
empty,2977
factory controller,7
factory pure-controller degenerate small-class,14
entity factory controller small-class,45
entity boundary degenerate,4
commander boundary small-class,118
entity commander boundary,38
entity boundary data-class small-class,1
boundary degenerate small-class,115
data-class,1
commander,19
commander boundary data-class small-class,4
entity boundary,142
controller degenerate,25
entity boundary data-class,2
factory degenerate small-class,13
entity data-class small-class,2
factory controller data-class small-class,7
pure-controller degenerate small-class,150
entity boundary small-class,528
small-class,54
boundary,111
pure-controller small-class,24
data-provider boundary data-class small-class,4
boundary small-class,25
commander data-class small-class,12
boundary degenerate,67
commander boundary,97
degenerate small-class,47
unclassified,85
controller small-class,27
boundary data-class small-class,9
degenerate,83
controller lazy-class degenerate,5
commander boundary degenerate,5
commander boundary data-class,1
commander small-class,32
boundary data-class,7
data-class small-class,5
factory controller small-class,34
minimal-entity boundary,1
factory small-class,2
entity,10
lazy-class,2
controller lazy-class small-class,1
data-provider,1
pure-controller degenerate,63
entity data-provider boundary,3
entity factory controller degenerate,1
data-provider boundary data-class,1
entity factory controller,2
lazy-class degenerate,1
controller,15
data-provider boundary small-class,33
pure-controller,6
factory controller degenerate,1
boundary controller,2
controller data-class small-class,2
data-provider boundary,3
entity minimal-entity boundary,4
Total,5126
