Unique Method Stereotype,Method Count
property set,1
get property set factory collaborator,1
get property factory wrapper,1
get property non-void-command factory collaborator,1
get property set,1
unclassified,6
get property set collaborator,2
collaborator,7
set factory collaborator,8
predicate set collaborator,7
get set factory collaborator,4
void-accessor controller,14
property factory controller,22
property non-void-command factory collaborator,194
property non-void-command,69
empty,79
get property controller,2
factory controller,16
void-accessor command collaborator,164
property wrapper,94
get non-void-command collaborator,121
factory collaborator,7
controller,244
void-accessor collaborator,2
copy-constructor,290
incidental,15
command,218
property factory wrapper,17
set,54
constructor,2280
property set factory collaborator,17
predicate wrapper,23
property non-void-command collaborator,1729
property controller,74
predicate controller,22
non-void-command factory collaborator,156
controller stateless,1746
wrapper stateless,1058
property set collaborator,18
property collaborator,40
stateless,3
factory collaborator stateless,27
predicate non-void-command collaborator,160
wrapper,143
factory wrapper stateless,42
void-accessor,2
predicate collaborator,7
get controller,2
get collaborator,25
factory controller stateless,100
void-accessor command,19
property factory collaborator,35
void-accessor wrapper,7
predicate non-void-command,46
get property wrapper,5
non-void-command collaborator,384
get non-void-command,15
set collaborator,60
non-void-command,7
get property collaborator,5
void-accessor set collaborator,5
get property non-void-command,3
get non-void-command factory collaborator,4
get property non-void-command collaborator,20
collaborator incidental,72
get,3
predicate,3
command collaborator,1065
property,4
get predicate wrapper,1
get set,49
get predicate non-void-command,1
get set collaborator,115
factory collaborator incidental,22
collaborator stateless,11
get wrapper,16
factory wrapper,5
Total,11317
