Unique Method Stereotype,Method Count
get non-void-command,1
get set collaborator,1
get wrapper,1
property,2
controller stateless,3
void-accessor command collaborator,3
get,1
collaborator incidental,8
get collaborator,16
set,2
constructor,42
wrapper stateless,6
controller,8
incidental,7
predicate non-void-command collaborator,9
copy-constructor,1
predicate wrapper,2
non-void-command factory collaborator,9
property wrapper,3
get non-void-command collaborator,7
command collaborator,46
non-void-command factory,1
collaborator stateless,45
command,21
empty,7
property non-void-command factory collaborator,5
property non-void-command,8
property collaborator,2
predicate set,1
void-accessor command,1
get set,1
wrapper,3
factory collaborator stateless,2
property factory collaborator,6
property non-void-command collaborator,90
property controller,2
set collaborator,4
stateless,23
Total,400
