Unique Method Stereotype,Method Count
get wrapper,2
predicate set collaborator,1
property wrapper,95
get non-void-command collaborator,2
factory wrapper stateless,3
void-accessor set collaborator,7
controller,11
incidental,22
copy-constructor,16
set factory collaborator,1
void-accessor command collaborator,14
property non-void-command factory collaborator,22
predicate set,5
property non-void-command,9
property factory collaborator,3
property non-void-command collaborator,104
property controller,63
predicate controller,4
predicate wrapper,97
non-void-command collaborator,26
wrapper stateless,35
empty,43
factory controller,2
property set,1
command,135
property factory wrapper,21
constructor,470
set,59
collaborator incidental,21
get property non-void-command collaborator,1
get factory,2
get,1
get collaborator,4
factory collaborator stateless,5
predicate non-void-command collaborator,24
wrapper,177
property set collaborator,7
property collaborator,6
stateless,2
destructor,3
set collaborator,51
non-void-command,11
void-accessor set,1
void-accessor wrapper,3
predicate non-void-command,9
property factory,2
factory controller stateless,1
void-accessor command,1
non-void-command factory collaborator,10
controller stateless,73
predicate,2
factory wrapper,5
get property,1
collaborator stateless,7
property non-void-command factory,1
unclassified,2
get predicate non-void-command,1
command collaborator,202
property,1
property factory controller,2
void-accessor controller,2
Total,1914
