Unique Class Stereotype,Class Count
minimal-entity boundary,1
data-provider lazy-class,1
entity data-provider boundary lazy-class,1
data-class,1
controller,2
data-provider degenerate,1
commander boundary data-class,3
data-provider boundary data-class,2
commander boundary lazy-class degenerate,1
data-provider data-class small-class,12
entity boundary data-class,1
factory controller small-class,2
commander boundary small-class,11
entity minimal-entity boundary,8
data-provider boundary lazy-class degenerate,3
commander boundary degenerate,1
controller lazy-class degenerate,1
data-provider boundary degenerate,4
data-provider boundary small-class,41
pure-controller degenerate,6
data-class small-class,11
entity boundary,132
data-provider small-class,64
factory controller,1
commander,25
empty,553
small-class,143
entity boundary lazy-class degenerate,1
entity boundary small-class,70
boundary lazy-class,2
degenerate small-class,34
commander boundary,10
boundary degenerate,16
data-provider boundary data-class small-class,16
factory degenerate,2
commander data-class small-class,10
boundary small-class,8
data-provider boundary,63
unclassified,95
controller small-class,12
data-provider,65
data-provider lazy-class degenerate,2
boundary data-class small-class,5
commander boundary data-class small-class,6
commander small-class,31
entity boundary degenerate,2
boundary degenerate small-class,31
entity commander boundary,7
pure-controller degenerate small-class,49
entity data-provider boundary,35
boundary,75
pure-controller small-class,1
degenerate,19
controller degenerate,3
Total,1702
