Unique Method Stereotype,Method Count
collaborator stateless,2
get predicate,3
get property wrapper,1
factory stateless,1
void-accessor set,1
property command collaborator,14
get set collaborator,12
get,164
collaborator incidental,77
get command collaborator,1
get property non-void-command collaborator,5
property non-void-command,82
property collaborator,446
property non-void-command factory collaborator,5
predicate set,5
property factory,12
property non-void-command collaborator,503
property controller,50
set collaborator,146
non-void-command factory collaborator,4
controller stateless,268
factory collaborator,1
controller,66
incidental,250
void-accessor command collaborator,44
copy-constructor,84
void-accessor collaborator,5
collaborator,55
property set collaborator,40
void-accessor,2
predicate collaborator,151
predicate non-void-command collaborator,166
wrapper,94
get set,23
destructor,484
predicate,352
property wrapper,182
get non-void-command collaborator,43
constructor,1553
set,132
wrapper stateless,256
predicate non-void-command,80
void-accessor wrapper,6
empty,55
factory controller,2
unclassified,39
command collaborator,772
property,244
get wrapper,49
predicate wrapper,49
predicate set collaborator,11
property factory collaborator,102
get collaborator,262
get controller,4
property factory controller,6
void-accessor controller,4
predicate controller,33
factory collaborator stateless,13
property set,9
non-void-command collaborator,6
get non-void-command,36
get property non-void-command,2
get property collaborator,11
void-accessor set collaborator,8
factory controller stateless,20
void-accessor command,11
command,343
property factory wrapper,1
get property,9
Total,7972
